Competition	Year	Round	Home	Away
NRL	2023	6	Storm	Roosters
NRL	2023	6	Bulldogs	Rabbitohs
NRL	2023	6	Cowboys	Dolphins
NRL	2023	6	Panthers	Sea Eagles
NRL	2023	6	Broncos	Raiders
NRL	2023	6	Titans	Dragons
NRL	2023	6	Knights	Warriors
NRL	2023	6	Wests Tigers	Eels
NRL	2023	7	Dolphins	Rabbitohs
NRL	2023	7	Sharks	Roosters
NRL	2023	7	Sea Eagles	Storm
NRL	2023	7	Warriors	Cowboys
NRL	2023	7	Knights	Panthers
NRL	2023	7	Titans	Broncos
NRL	2023	7	Raiders	Dragons
NRL	2023	7	Eels	Bulldogs
NRL	2023	8	Rabbitohs	Panthers
NRL	2023	8	Eels	Broncos
NRL	2023	8	Bulldogs	Sharks
NRL	2023	8	Cowboys	Knights
NRL	2023	8	Dolphins	Titans
NRL	2023	8	Wests Tigers	Sea Eagles
NRL	2023	8	Roosters	Dragons
NRL	2023	8	Storm	Warriors
NRL	2023	9	Sharks	Cowboys
NRL	2023	9	Eels	Knights
NRL	2023	9	Broncos	Rabbitohs
NRL	2023	9	Raiders	Dolphins
NRL	2023	9	Sea Eagles	Titans
NRL	2023	9	Panthers	Wests Tigers
NRL	2023	9	Warriors	Roosters
NRL	2023	9	Dragons	Bulldogs
NRL	2023	10	Bulldogs	Raiders
NRL	2023	10	Sea Eagles	Broncos
NRL	2023	10	Warriors	Panthers
NRL	2023	10	Sharks	Dolphins
NRL	2023	10	Storm	Rabbitohs
NRL	2023	10	Wests Tigers	Dragons
NRL	2023	10	Roosters	Cowboys
NRL	2023	10	Titans	Eels
NRL	2023	11	Storm	Broncos
NRL	2023	11	Bulldogs	Warriors
NRL	2023	11	Panthers	Roosters
NRL	2023	11	Rabbitohs	Wests Tigers
NRL	2023	11	Cowboys	Dragons
NRL	2023	11	Raiders	Eels
NRL	2023	11	Knights	Titans
NRL	2023	11	Sea Eagles	Sharks
NRL	2023	12	Broncos	Panthers
NRL	2023	12	Dragons	Roosters
NRL	2023	12	Rabbitohs	Eels
NRL	2023	12	Sharks	Knights
NRL	2023	12	Wests Tigers	Cowboys
NRL	2023	12	Dolphins	Storm
NRL	2023	12	Bulldogs	Titans
NRL	2023	12	Raiders	Sea Eagles
NRL	2023	13	Dolphins	Dragons
NRL	2023	13	Eels	Cowboys
NRL	2023	13	Warriors	Broncos
NRL	2023	13	Rabbitohs	Raiders
NRL	2023	13	Knights	Sea Eagles
NRL	2023	14	Wests Tigers	Raiders
NRL	2023	14	Warriors	Dolphins
NRL	2023	14	Titans	Rabbitohs
NRL	2023	14	Sharks	Broncos
NRL	2023	14	Roosters	Bulldogs
NRL	2023	14	Cowboys	Storm
NRL	2023	14	Panthers	Dragons
NRL	2023	15	Titans	Wests Tigers
NRL	2023	15	Raiders	Warriors
NRL	2023	15	Sea Eagles	Dolphins
NRL	2023	15	Dragons	Rabbitohs
NRL	2023	15	Broncos	Knights
NRL	2023	15	Roosters	Panthers
NRL	2023	15	Storm	Sharks
NRL	2023	15	Bulldogs	Eels
NRL	2023	16	Cowboys	Panthers
NRL	2023	16	Knights	Roosters
NRL	2023	16	Eels	Sea Eagles
NRL	2023	16	Wests Tigers	Storm
NRL	2023	16	Sharks	Bulldogs
NRL	2023	17	Dragons	Warriors
NRL	2023	17	Dolphins	Eels
NRL	2023	17	Panthers	Knights
NRL	2023	17	Storm	Sea Eagles
NRL	2023	17	Broncos	Titans
NRL	2023	17	Rabbitohs	Cowboys
NRL	2023	17	Roosters	Raiders
NRL	2023	18	Sharks	Dragons
NRL	2023	18	Warriors	Rabbitohs
NRL	2023	18	Storm	Panthers
NRL	2023	18	Raiders	Titans
NRL	2023	18	Cowboys	Wests Tigers
NRL	2023	18	Broncos	Dolphins
NRL	2023	18	Bulldogs	Knights
NRL	2023	18	Sea Eagles	Roosters
NRL	2023	19	Wests Tigers	Sharks
NRL	2023	19	Dragons	Raiders
NRL	2023	19	Eels	Warriors
NRL	2023	19	Rabbitohs	Bulldogs
NRL	2023	19	Titans	Dolphins
NRL	2023	20	Knights	Wests Tigers
NRL	2023	20	Bulldogs	Broncos
NRL	2023	20	Sea Eagles	Cowboys
NRL	2023	20	Roosters	Storm
NRL	2023	20	Warriors	Sharks
NRL	2023	20	Dolphins	Panthers
NRL	2023	20	Eels	Titans
NRL	2023	21	Dragons	Wests Tigers
NRL	2023	21	Warriors	Raiders
NRL	2023	21	Rabbitohs	Broncos
NRL	2023	21	Titans	Roosters
NRL	2023	21	Knights	Storm
NRL	2023	21	Cowboys	Eels
NRL	2023	21	Panthers	Bulldogs
NRL	2023	21	Sharks	Sea Eagles
NRL	2023	22	Broncos	Roosters
NRL	2023	22	Wests Tigers	Rabbitohs
NRL	2023	22	Storm	Eels
NRL	2023	22	Raiders	Knights
NRL	2023	22	Dragons	Sea Eagles
NRL	2023	22	Panthers	Sharks
NRL	2023	22	Bulldogs	Dolphins
NRL	2023	22	Titans	Cowboys
NRL	2023	23	Roosters	Sea Eagles
NRL	2023	23	Titans	Warriors
NRL	2023	23	Panthers	Storm
NRL	2023	23	Cowboys	Broncos
NRL	2023	23	Dolphins	Knights
NRL	2023	23	Rabbitohs	Sharks
NRL	2023	23	Eels	Dragons
NRL	2023	23	Raiders	Wests Tigers
NRL	2023	24	Sea Eagles	Panthers
NRL	2023	24	Sharks	Titans
NRL	2023	24	Broncos	Eels
NRL	2023	24	Rabbitohs	Dragons
NRL	2023	24	Wests Tigers	Warriors
NRL	2023	24	Roosters	Dolphins
NRL	2023	24	Storm	Raiders
NRL	2023	24	Knights	Bulldogs
NRL	2023	25	Cowboys	Sharks
NRL	2023	25	Warriors	Sea Eagles
NRL	2023	25	Eels	Roosters
NRL	2023	25	Wests Tigers	Dolphins
NRL	2023	25	Titans	Panthers
NRL	2023	25	Dragons	Storm
NRL	2023	25	Knights	Rabbitohs
NRL	2023	25	Raiders	Bulldogs
NRL	2023	26	Panthers	Eels
NRL	2023	26	Warriors	Dragons
NRL	2023	26	Dolphins	Cowboys
NRL	2023	26	Storm	Titans
NRL	2023	26	Roosters	Wests Tigers
NRL	2023	26	Raiders	Broncos
NRL	2023	26	Bulldogs	Sea Eagles
NRL	2023	26	Knights	Sharks
NRL	2023	27	Broncos	Storm
NRL	2023	27	Sea Eagles	Wests Tigers
NRL	2023	27	Rabbitohs	Roosters
NRL	2023	27	Dolphins	Warriors
NRL	2023	27	Panthers	Cowboys
NRL	2023	27	Dragons	Knights
NRL	2023	27	Titans	Bulldogs
NRL	2023	27	Sharks	Raiders
NRL	2023	finals-week-1	Broncos	Storm
NRL	2023	finals-week-1	Panthers	Warriors
NRL	2023	finals-week-1	Sharks	Roosters
NRL	2023	finals-week-1	Knights	Raiders
NRL	2023	finals-week-2	Storm	Roosters
NRL	2023	finals-week-2	Warriors	Knights
NRL	2023	finals-week-3	Panthers	Storm
NRL	2023	finals-week-3	Broncos	Warriors
NRL	2023	grand-final	Panthers	Broncos
NRL	2024	1	Sea Eagles	Rabbitohs
NRL	2024	1	Roosters	Broncos
NRL	2024	1	Knights	Raiders
NRL	2024	1	Warriors	Sharks
NRL	2024	1	Storm	Panthers
NRL	2024	1	Eels	Bulldogs
NRL	2024	1	Titans	Dragons
NRL	2024	1	Dolphins	Cowboys
NRL	2024	2	Broncos	Rabbitohs
NRL	2024	2	Sharks	Bulldogs
NRL	2024	2	Panthers	Eels
NRL	2024	2	Raiders	Wests Tigers
NRL	2024	2	Cowboys	Knights
NRL	2024	2	Storm	Warriors
NRL	2024	2	Sea Eagles	Roosters
NRL	2024	2	Dolphins	Dragons
NRL	2024	3	Panthers	Broncos
NRL	2024	3	Warriors	Raiders
NRL	2024	3	Roosters	Rabbitohs
NRL	2024	3	Bulldogs	Titans
NRL	2024	3	Dragons	Cowboys
NRL	2024	3	Wests Tigers	Sharks
NRL	2024	3	Eels	Sea Eagles
NRL	2024	3	Knights	Storm
NRL	2024	4	Roosters	Panthers
NRL	2024	4	Rabbitohs	Bulldogs
NRL	2024	4	Broncos	Cowboys
NRL	2024	4	Dragons	Sea Eagles
NRL	2024	4	Titans	Dolphins
NRL	2024	4	Warriors	Knights
NRL	2024	4	Sharks	Raiders
NRL	2024	4	Eels	Wests Tigers
NRL	2024	5	Storm	Broncos
NRL	2024	5	Bulldogs	Roosters
NRL	2024	5	Knights	Dragons
NRL	2024	5	Rabbitohs	Warriors
NRL	2024	5	Sea Eagles	Panthers
NRL	2024	5	Dolphins	Wests Tigers
NRL	2024	5	Cowboys	Titans
NRL	2024	5	Raiders	Eels
NRL	2024	6	Knights	Roosters
NRL	2024	6	Storm	Bulldogs
NRL	2024	6	Broncos	Dolphins
NRL	2024	6	Warriors	Sea Eagles
NRL	2024	6	Eels	Cowboys
NRL	2024	6	Rabbitohs	Sharks
NRL	2024	6	Wests Tigers	Dragons
NRL	2024	6	Raiders	Titans
NRL	2024	7	Roosters	Storm
NRL	2024	7	Dragons	Warriors
NRL	2024	7	Eels	Dolphins
NRL	2024	7	Panthers	Wests Tigers
NRL	2024	7	Titans	Sea Eagles
NRL	2024	7	Broncos	Raiders
NRL	2024	7	Bulldogs	Knights
NRL	2024	7	Sharks	Cowboys
NRL	2024	8	Warriors	Titans
NRL	2024	8	Dragons	Roosters
NRL	2024	8	Storm	Rabbitohs
NRL	2024	8	Sea Eagles	Eels
NRL	2024	8	Wests Tigers	Broncos
NRL	2024	8	Cowboys	Panthers
NRL	2024	8	Dolphins	Knights
NRL	2024	8	Raiders	Sharks
NRL	2024	9	Rabbitohs	Panthers
NRL	2024	9	Sea Eagles	Raiders
NRL	2024	9	Broncos	Roosters
NRL	2024	9	Bulldogs	Wests Tigers
NRL	2024	9	Titans	Storm
NRL	2024	9	Cowboys	Dolphins
NRL	2024	9	Knights	Warriors
NRL	2024	9	Sharks	Dragons
NRL	2024	10	Dolphins	Sea Eagles
NRL	2024	10	Panthers	Bulldogs
NRL	2024	10	Eels	Broncos
NRL	2024	10	Wests Tigers	Knights
NRL	2024	10	Dragons	Rabbitohs
NRL	2024	10	Storm	Sharks
NRL	2024	10	Roosters	Warriors
NRL	2024	10	Titans	Cowboys
NRL	2024	11	Raiders	Bulldogs
NRL	2024	11	Sea Eagles	Broncos
NRL	2024	11	Titans	Knights
NRL	2024	11	Sharks	Roosters
NRL	2024	11	Rabbitohs	Cowboys
NRL	2024	11	Warriors	Panthers
NRL	2024	11	Storm	Eels
NRL	2024	11	Wests Tigers	Dolphins
NRL	2024	12	Bulldogs	Dragons
NRL	2024	12	Cowboys	Wests Tigers
NRL	2024	12	Sea Eagles	Storm
NRL	2024	12	Raiders	Roosters
NRL	2024	12	Sharks	Panthers
NRL	2024	12	Rabbitohs	Eels
NRL	2024	12	Broncos	Titans
NRL	2024	12	Warriors	Dolphins
NRL	2024	13	Eels	Sharks
NRL	2024	13	Knights	Bulldogs
NRL	2024	13	Panthers	Dragons
NRL	2024	13	Dolphins	Raiders
NRL	2024	13	Roosters	Cowboys
NRL	2024	14	Dragons	Wests Tigers
NRL	2024	14	Titans	Rabbitohs
NRL	2024	14	Cowboys	Warriors
NRL	2024	14	Broncos	Sharks
NRL	2024	14	Storm	Knights
NRL	2024	14	Panthers	Sea Eagles
NRL	2024	14	Bulldogs	Eels
NRL	2024	15	Sharks	Dolphins
NRL	2024	15	Raiders	Cowboys
NRL	2024	15	Rabbitohs	Broncos
NRL	2024	15	Wests Tigers	Titans
NRL	2024	15	Warriors	Storm
NRL	2024	15	Eels	Roosters
NRL	2024	15	Sea Eagles	Dragons
NRL	2024	15	Knights	Panthers
NRL	2024	16	Dolphins	Storm
NRL	2024	16	Titans	Warriors
NRL	2024	16	Roosters	Bulldogs
NRL	2024	16	Rabbitohs	Sea Eagles
NRL	2024	16	Wests Tigers	Raiders
NRL	2024	17	Bulldogs	Sharks
NRL	2024	17	Warriors	Broncos
NRL	2024	17	Knights	Eels
NRL	2024	17	Storm	Raiders
NRL	2024	17	Dragons	Dolphins
NRL	2024	17	Panthers	Cowboys
NRL	2024	17	Roosters	Wests Tigers
NRL	2024	18	Eels	Rabbitohs
NRL	2024	18	Sharks	Titans
NRL	2024	18	Broncos	Panthers
NRL	2024	18	Bulldogs	Warriors
NRL	2024	18	Wests Tigers	Storm
NRL	2024	18	Cowboys	Sea Eagles
NRL	2024	18	Roosters	Dragons
NRL	2024	18	Raiders	Knights
NRL	2024	19	Dolphins	Rabbitohs
NRL	2024	19	Sharks	Wests Tigers
NRL	2024	19	Titans	Eels
NRL	2024	19	Broncos	Dragons
NRL	2024	19	Sea Eagles	Knights
NRL	2024	20	Raiders	Warriors
NRL	2024	20	Rabbitohs	Wests Tigers
NRL	2024	20	Knights	Broncos
NRL	2024	20	Storm	Roosters
NRL	2024	20	Panthers	Dolphins
NRL	2024	20	Sea Eagles	Titans
NRL	2024	20	Cowboys	Bulldogs
NRL	2024	21	Warriors	Wests Tigers
NRL	2024	21	Eels	Storm
NRL	2024	21	Broncos	Bulldogs
NRL	2024	21	Cowboys	Sharks
NRL	2024	21	Roosters	Sea Eagles
NRL	2024	21	Dragons	Panthers
NRL	2024	21	Dolphins	Titans
NRL	2024	21	Raiders	Rabbitohs
NRL	2024	22	Wests Tigers	Cowboys
NRL	2024	22	Warriors	Eels
NRL	2024	22	Dolphins	Roosters
NRL	2024	22	Titans	Broncos
NRL	2024	22	Storm	Dragons
NRL	2024	22	Sharks	Rabbitohs
NRL	2024	22	Panthers	Knights
NRL	2024	22	Bulldogs	Raiders
NRL	2024	23	Rabbitohs	Storm
NRL	2024	23	Titans	Sharks
NRL	2024	23	Eels	Panthers
NRL	2024	23	Raiders	Sea Eagles
NRL	2024	23	Cowboys	Broncos
NRL	2024	23	Dragons	Bulldogs
NRL	2024	23	Dolphins	Warriors
NRL	2024	23	Knights	Wests Tigers
NRL	2024	24	Panthers	Storm
NRL	2024	24	Sea Eagles	Warriors
NRL	2024	24	Roosters	Eels
NRL	2024	24	Bulldogs	Dolphins
NRL	2024	24	Cowboys	Raiders
NRL	2024	24	Wests Tigers	Rabbitohs
NRL	2024	24	Dragons	Titans
NRL	2024	24	Sharks	Knights
NRL	2024	25	Wests Tigers	Sea Eagles
NRL	2024	25	Warriors	Bulldogs
NRL	2024	25	Broncos	Eels
NRL	2024	25	Raiders	Panthers
NRL	2024	25	Storm	Dolphins
NRL	2024	25	Rabbitohs	Knights
NRL	2024	25	Titans	Roosters
NRL	2024	25	Dragons	Sharks
NRL	2024	26	Cowboys	Storm
NRL	2024	26	Bulldogs	Sea Eagles
NRL	2024	26	Panthers	Rabbitohs
NRL	2024	26	Eels	Dragons
NRL	2024	26	Dolphins	Broncos
NRL	2024	26	Sharks	Warriors
NRL	2024	26	Knights	Titans
NRL	2024	26	Roosters	Raiders
NRL	2024	27	Broncos	Storm
NRL	2024	27	Wests Tigers	Eels
NRL	2024	27	Rabbitohs	Roosters
NRL	2024	27	Dragons	Raiders
NRL	2024	27	Bulldogs	Cowboys
NRL	2024	27	Panthers	Titans
NRL	2024	27	Sea Eagles	Sharks
NRL	2024	27	Knights	Dolphins
NRL	2024	finals-week-1	Panthers	Roosters
NRL	2024	finals-week-1	Storm	Sharks
NRL	2024	finals-week-1	Cowboys	Knights
NRL	2024	finals-week-1	Bulldogs	Sea Eagles
NRL	2024	finals-week-2	Sharks	Cowboys
NRL	2024	finals-week-2	Roosters	Sea Eagles
NRL	2024	finals-week-3	Storm	Roosters
NRL	2024	finals-week-3	Panthers	Sharks
NRL	2024	grand-final	Storm	Panthers
